vege_id,vege_name,ObsTime,avg_price_per_kg,StnPres,Temperature,RH,WS,Precp,typhoon
14,地瓜葉,2022/1/4 00:00,22.15,1014.55,18.41,80.21,3.1,0.0,0
9,大白菜,2022/1/4 00:00,12.19,1018.38,18.37,84.07,3.17,1.25,0
47,大黃瓜,2022/1/4 00:00,18.54,1000.06,18.98,78.4,2.3,0.76,0
7,小白菜,2022/1/4 00:00,23.27,1014.92,18.43,80.23,3.1,0.0,0
10,油菜,2022/1/4 00:00,23.67,1009.14,18.34,83.51,2.24,1.63,0
36,洋蔥,2022/1/4 00:00,22.42,1015.69,19.37,79.21,2.78,0.66,0
50,牛番茄,2022/1/4 00:00,22.68,997.98,17.78,81.31,2.08,0.0,0
27,玉米筍,2022/1/4 00:00,29.97,963.3,16.64,78.49,1.33,0.27,0
2,空心菜,2022/1/4 00:00,14.4,1012.27,18.27,80.5,2.9,0.0,0
31,紅蘿蔔,2022/1/4 00:00,10.91,1017.79,18.51,82.57,3.15,0.0,0
13,紅鳳菜,2022/1/4 00:00,32.55,1014.55,18.41,80.21,3.1,0.0,0
42,絲瓜,2022/1/4 00:00,26.94,1002.51,18.46,80.28,2.19,0.33,0
16,美生菜,2022/1/4 00:00,10.74,1018.2,18.6,80.4,3.1,0.0,0
37,芋頭,2022/1/4 00:00,33.1,1000.49,18.11,81.21,1.53,0.64,0
6,芥藍,2022/1/4 00:00,45.39,1017.44,18.56,80.36,3.1,0.0,0
52,花椰菜,2022/1/4 00:00,26.04,1012.77,18.48,83.69,3.56,0.0,0
29,芹菜,2022/1/4 00:00,28.48,1018.2,18.55,81.44,3.35,0.0,0
46,苦瓜,2022/1/4 00:00,40.11,1008.94,19.58,78.47,2.19,0.96,0
41,茄子,2022/1/4 00:00,32.07,997.1,19.45,76.81,2.08,1.28,0
4,莧菜,2022/1/4 00:00,34.23,1012.13,18.29,80.09,3.1,0.0,0
39,蓮藕,2022/1/4 00:00,26.39,1013.24,18.04,82.4,2.38,0.0,0
34,薑,2022/1/4 00:00,54.23,972.37,16.95,82.88,0.82,1.4,0
8,青江菜,2022/1/4 00:00,24.89,1014.92,18.43,80.23,3.1,0.0,0
51,青花菜,2022/1/4 00:00,33.81,1018.13,18.51,81.11,2.98,0.0,0
33,馬鈴薯,2022/1/4 00:00,30.57,1010.2,18.01,81.7,2.24,0.0,0
3,高麗菜,2022/1/4 00:00,10.72,1000.73,17.48,84.78,1.97,2.23,0
45,冬瓜,2022/1/5 00:00,11.38,1006.77,19.82,85.83,1.53,0.6,0
43,南瓜,2022/1/5 00:00,10.21,1010.96,19.58,84.93,2.1,0.39,0
32,地瓜,2022/1/5 00:00,21.7,1016.11,18.71,85.59,2.68,0.0,0
14,地瓜葉,2022/1/5 00:00,21.34,1012.65,18.29,85.82,2.07,0.06,0
9,大白菜,2022/1/5 00:00,11.25,1016.24,18.65,86.2,2.43,0.0,0
47,大黃瓜,2022/1/5 00:00,18.39,998.0,19.57,81.54,1.85,1.54,0
7,小白菜,2022/1/5 00:00,18.94,1013.02,18.32,85.68,2.11,0.06,0
10,油菜,2022/1/5 00:00,20.21,1007.04,18.87,86.36,1.97,0.12,0
36,洋蔥,2022/1/5 00:00,22.55,1013.61,19.85,82.06,2.32,1.34,0
50,牛番茄,2022/1/5 00:00,20.99,996.1,18.22,85.39,2.0,0.0,0
27,玉米筍,2022/1/5 00:00,30.36,961.48,16.86,85.13,1.21,0.58,0
2,空心菜,2022/1/5 00:00,15.5,1010.4,18.23,85.74,2.02,0.05,0
31,紅蘿蔔,2022/1/5 00:00,10.92,1015.88,18.84,85.9,2.77,0.0,0
13,紅鳳菜,2022/1/5 00:00,31.4,1012.65,18.29,85.82,2.07,0.06,0
42,絲瓜,2022/1/5 00:00,30.08,1000.49,19.08,83.61,2.14,0.67,0
16,美生菜,2022/1/5 00:00,9.38,1016.3,18.6,84.4,2.5,0.0,0
37,芋頭,2022/1/5 00:00,33.3,998.63,18.75,84.22,1.46,1.3,0
6,芥藍,2022/1/5 00:00,40.27,1015.54,18.54,84.7,2.41,0.01,0
52,花椰菜,2022/1/5 00:00,27.13,1010.97,18.81,86.66,2.53,0.0,0
29,芹菜,2022/1/5 00:00,22.47,1016.35,18.58,85.33,2.59,0.0,0
46,苦瓜,2022/1/5 00:00,39.82,1006.77,20.45,80.42,1.94,1.97,0
41,茄子,2022/1/5 00:00,29.75,994.92,20.21,79.72,1.71,2.62,0
4,莧菜,2022/1/5 00:00,29.47,1010.23,18.09,86.77,1.78,0.1,0
39,蓮藕,2022/1/5 00:00,29.72,1011.29,18.38,87.37,2.19,0.05,0
34,薑,2022/1/5 00:00,52.08,970.24,17.63,87.19,0.86,0.26,0
8,青江菜,2022/1/5 00:00,21.05,1013.02,18.32,85.68,2.11,0.06,0
51,青花菜,2022/1/5 00:00,33.06,1016.22,18.64,85.02,2.58,0.0,0
33,馬鈴薯,2022/1/5 00:00,27.78,1008.34,18.36,85.36,2.24,0.0,0
3,高麗菜,2022/1/5 00:00,9.54,998.38,18.07,86.27,1.76,0.0,0
45,冬瓜,2022/1/6 00:00,11.93,1009.01,18.27,85.58,3.0,4.25,0
43,南瓜,2022/1/6 00:00,10.43,1012.5,18.54,81.91,3.9,2.02,0
32,地瓜,2022/1/6 00:00,20.6,1017.08,18.1,79.44,5.8,1.41,0
14,地瓜葉,2022/1/6 00:00,18.58,1014.43,17.2,80.23,4.99,3.26,0
9,大白菜,2022/1/6 00:00,9.53,1017.83,17.76,80.66,5.68,2.77,0
47,大黃瓜,2022/1/6 00:00,19.18,998.78,18.89,79.52,4.1,3.22,0
